id,title,genres,keywords,combined
29168.0,Dr. Moreau's House of Pain,Horror Science Fiction,,Horror Science Fiction 
52914.0,Squadra antifurto,Comedy Action,,Comedy Action 
238006.0,Utopia,Documentary,australia,Documentary australia
37175.0,Say a Word for the Poor Hussar,Comedy Drama History,,Comedy Drama History 
333165.0,Unforgotten: Twenty-Five Years After Willowbrook,,, 
19338.0,Out of the Ashes,Drama,holocaust history,Drama holocaust history
257534.0,The Shoe,Comedy Drama,woman director,Comedy Drama woman director
77458.0,When Pigs Have Wings,Comedy,,Comedy 
105506.0,Grandmaster,Mystery Thriller,investigation father shooting doctor police officer death psycho killer malayalam mental alphabetic order,Mystery Thriller investigation father shooting doctor police officer death psycho killer malayalam mental alphabetic order
203059.0,John Hodgman: RAGNAROK,Comedy,,Comedy 
117001.0,Seas Beneath,Action Drama War,,Action Drama War 
218993.0,Before the Winter Chill,Drama,,Drama 
56036.0,Nothing's All Bad,Drama Comedy,,Drama Comedy 
326536.0,The Coven,Horror Fantasy,,Horror Fantasy 
144092.0,Chris Hardwick: Mandroid,Comedy,geek nerd stand-up comedy,Comedy geek nerd stand-up comedy
69722.0,Songwriter,Drama,songwriter,Drama songwriter
40040.0,Spiders 2: Breeding Ground,Horror Science Fiction,giant spider creature feature,Horror Science Fiction giant spider creature feature
40897.0,Zatôichi and the Chest of Gold,Action Drama,corruption samurai yakuza sequel zatoichi swordsman,Action Drama corruption samurai yakuza sequel zatoichi swordsman
27316.0,Into the Mirror,Crime Horror Mystery,,Crime Horror Mystery 
184522.0,Pie in the Sky,,, 
44945.0,Trust,Crime Drama Thriller,rape obsession lie job independent film teenage girl school internet best friend counselor internet chat duringcreditsstinger online chat catfishing online hookup online predator,Crime Drama Thriller rape obsession lie job independent film teenage girl school internet best friend counselor internet chat duringcreditsstinger online chat catfishing online hookup online predator
55347.0,Beginners,Drama Romance Comedy,gay loss of mother secret coming out loss of father cancer lgbt elderly,Drama Romance Comedy gay loss of mother secret coming out loss of father cancer lgbt elderly
409879.0,Escape from the Newsroom,,, 
37495.0,Four Lions,Comedy Crime Drama,terrorism british farce,Comedy Crime Drama terrorism british farce
53074.0,Mafalda - La Pelicula,Fantasy Animation Comedy Family,,Fantasy Animation Comedy Family 
102144.0,Mister 880,Comedy,counterfeiter,Comedy counterfeiter
393834.0,Goldstone,Crime Thriller,corruption detective missing person,Crime Thriller corruption detective missing person
283704.0,Leopardi,Drama History,poetry poet,Drama History poetry poet
6957.0,The 40 Year Old Virgin,Comedy Romance,first time virgin,Comedy Romance first time virgin
20106.0,Mais qui a tué Pamela Rose ?,Comedy,dna detective inspector fbi investigation friendship parody murder flashback sequence fbi agent,Comedy dna detective inspector fbi investigation friendship parody murder flashback sequence fbi agent
158011.0,The Call,Crime Thriller,underground gas station kidnapping murder suspense serial killer american flag multiple stabbings violence person on fire cell phone psycho,Crime Thriller underground gas station kidnapping murder suspense serial killer american flag multiple stabbings violence person on fire cell phone psycho
149957.0,Jungle Man-Eaters,Adventure,smuggling sequel diamond jungle jim,Adventure smuggling sequel diamond jungle jim
127040.0,Pick a Star,Comedy,lie musical hollywood automobile accident,Comedy lie musical hollywood automobile accident
9917.0,Waist Deep,Action Adventure Drama Thriller,ex-detainee baby-snatching drug lord hoodlum,Action Adventure Drama Thriller ex-detainee baby-snatching drug lord hoodlum
28997.0,Jean Charles,Drama,,Drama 
134680.0,Billy Gardell: Halftime,Comedy,,Comedy 
158959.0,Feiern,,, 
26761.0,Pursued,Romance Thriller Western Drama,brother-in-law self-defense nightmare childhood trauma foster sister film noir,Romance Thriller Western Drama brother-in-law self-defense nightmare childhood trauma foster sister film noir
24929.0,Return of the Living Dead Part II,Comedy Horror,undead zombie,Comedy Horror undead zombie
14064.0,Ten Canoes,Adventure Comedy Drama,male nudity female nudity nudity swamp canoe australia tribe hunting death storytelling native peoples hunt australian aborigine,Adventure Comedy Drama male nudity female nudity nudity swamp canoe australia tribe hunting death storytelling native peoples hunt australian aborigine
85411.0,The Three Stooges,Comedy Drama,wheelchair comedy team three stooges hollywood docudrama vaudeville stroke the three stooges biopic,Comedy Drama wheelchair comedy team three stooges hollywood docudrama vaudeville stroke the three stooges biopic
294463.0,Lou!,Comedy,,Comedy 
299578.0,A Cookie Cutter Christmas,Comedy,romance comedy woman director noël,Comedy romance comedy woman director noël
171357.0,"Jonathan Rosenbaum, Present",,, 
43757.0,The Silver Stallion,Family Drama,,Family Drama 
1393.0,The Cave of the Yellow Dog,Documentary Drama,tradition shepherd daily life mythology family's daily life vagabund mongolia dog family woman director,Documentary Drama tradition shepherd daily life mythology family's daily life vagabund mongolia dog family woman director
450875.0,LA 92,Documentary,police brutality race riot los angeles riots,Documentary police brutality race riot los angeles riots
46615.0,Darby's Rangers,War Drama Action,,War Drama Action 
12816.0,Skinhead Attitude,Documentary Foreign,skinhead renee ska youth culture,Documentary Foreign skinhead renee ska youth culture
35026.0,Lucky Luke,Comedy Western Adventure,superhero based on comic cowboy street shootout,Comedy Western Adventure superhero based on comic cowboy street shootout
70489.0,Zebrahead,Drama Romance,,Drama Romance 
34125.0,Vampire Journals,Horror Thriller,sword impalement severed severed head,Horror Thriller sword impalement severed severed head
57103.0,The Best of Everything,Drama Romance,publishing house madison avenue,Drama Romance publishing house madison avenue
33278.0,Deadly Friend,Horror Science Fiction,artificial intelligence child abuse basketball resurrection revenge teenager robot alcoholic brawl circuit board paranoiac,Horror Science Fiction artificial intelligence child abuse basketball resurrection revenge teenager robot alcoholic brawl circuit board paranoiac
67857.0,The Mindscape of Alan Moore,Documentary,biography writer comic book artist,Documentary biography writer comic book artist
23903.0,Curious George 2: Follow That Monkey!,Animation Family,animal cartoon monkey,Animation Family animal cartoon monkey
69328.0,How Wang-Fo Was Saved,Drama Animation Fantasy,animation animated short short traditional animation,Drama Animation Fantasy animation animated short short traditional animation
30061.0,Justice League: Crisis on Two Earths,Action Adventure Animation,saving the world dc comics superhero based on comic surrealism super powers woman director,Action Adventure Animation saving the world dc comics superhero based on comic surrealism super powers woman director
80027.0,Kings of the Sun,Action Adventure Western,,Action Adventure Western 
56232.0,The Seaside Motel,Comedy Romance,,Comedy Romance 
39262.0,The Mummy's Shroud,Horror,mummy archaeologist hammer horror tomb,Horror mummy archaeologist hammer horror tomb
179057.0,No Sad Songs for Me,Drama,based on novel cancer incurable disease,Drama based on novel cancer incurable disease
6435.0,Practical Magic,Drama Fantasy Comedy,witch magic sorcery love curse family curse,Drama Fantasy Comedy witch magic sorcery love curse family curse
50091.0,Boys Life 2,Drama Romance,gay woman director,Drama Romance gay woman director
11355.0,Never Been Kissed,Romance Comedy Drama,chicago journalist newspaper undercover entrapment kiss nerd high school party love prank prom reporter teenager humiliation editor,Romance Comedy Drama chicago journalist newspaper undercover entrapment kiss nerd high school party love prank prom reporter teenager humiliation editor
257343.0,Recep İvedik 4,Comedy,,Comedy 
89049.0,The Staircase,Drama Documentary,,Drama Documentary 
108639.0,Blush,Drama Music Fantasy Romance,,Drama Music Fantasy Romance 
156135.0,La Sfida,,, 
407588.0,Floyd Norman: An Animated Life,Documentary,animation film production,Documentary animation film production
29151.0,Brief Interviews with Hideous Men,Comedy Drama Romance,independent film,Comedy Drama Romance independent film
28211.0,Chloe,Drama Thriller Mystery,toronto lesbian remake of french film suspicious wife female doctor playing piano,Drama Thriller Mystery toronto lesbian remake of french film suspicious wife female doctor playing piano
18240.0,The Proposal,Comedy Romance Drama,fictitious marriage deportation immigration law romantic comedy alaska naked scene co-worker humiliation book editor fake boyfriend duringcreditsstinger woman director pretend relationship,Comedy Romance Drama fictitious marriage deportation immigration law romantic comedy alaska naked scene co-worker humiliation book editor fake boyfriend duringcreditsstinger woman director pretend relationship
9092.0,Snow White: A Tale of Terror,Fantasy Horror,jealousy toxication castle step mother fairy-tale figure apple middle ages mirror nobility,Fantasy Horror jealousy toxication castle step mother fairy-tale figure apple middle ages mirror nobility
53598.0,The Villain Still Pursued Her,Comedy Romance,melodrama spoof disinheritance,Comedy Romance melodrama spoof disinheritance
50388.0,King of Thorn,Fantasy Animation Science Fiction,cryogenics supernatural powers mind control end of the world religious fanatic psychological drama virus,Fantasy Animation Science Fiction cryogenics supernatural powers mind control end of the world religious fanatic psychological drama virus
256476.0,Walking with the Enemy,Action Drama,action,Action Drama action
157016.0,Our Nixon,Documentary,watergate scandal woman director,Documentary watergate scandal woman director
107315.0,Below Zero,Thriller Horror,screenwriter,Thriller Horror screenwriter
262436.0,Champs,Documentary,,Documentary 
72359.0,Peeples,Comedy,duringcreditsstinger woman director,Comedy duringcreditsstinger woman director
18002.0,"Love, Honour and Obey",Action Comedy Thriller Crime,london england gang war ambition organized crime gang crime,Action Comedy Thriller Crime london england gang war ambition organized crime gang crime
26116.0,The Mechanik,Action Thriller,,Action Thriller 
132725.0,The Hi-Line,Drama Romance,,Drama Romance 
13827.0,"Surfer, Dude",Comedy,surfing sport,Comedy surfing sport
16606.0,Attack the Gas Station!,Action Comedy,robbery anarchist petrol station robbery hostage-taking hooligan,Action Comedy robbery anarchist petrol station robbery hostage-taking hooligan
72083.0,Death of a Cyclist,Crime Drama Thriller,adultery bicycle lover road accident university extramarital affair madrid spain accident,Crime Drama Thriller adultery bicycle lover road accident university extramarital affair madrid spain accident
155605.0,Youth of the Son,Comedy Drama,,Comedy Drama 
58587.0,Diario de un skin,Documentary,skinhead,Documentary skinhead
70734.0,The White Sister,Drama,nun volcano natural disaster silent film catholicism convent religious vow ordination vesuvius holy orders spite,Drama nun volcano natural disaster silent film catholicism convent religious vow ordination vesuvius holy orders spite
10941.0,Babylon 5: Thirdspace,Action Drama Science Fiction Adventure,fight flying saucer alien phenomenons artifact space centre,Action Drama Science Fiction Adventure fight flying saucer alien phenomenons artifact space centre
41245.0,Peppermint Candy,Drama,suicide martial law reunion interrogation south korea student protest friend,Drama suicide martial law reunion interrogation south korea student protest friend
18993.0,Mysterious Island,Action Adventure Science Fiction,submarine jules verne exotic island escape pirate captain nemo,Action Adventure Science Fiction submarine jules verne exotic island escape pirate captain nemo
5494.0,George and the Dragon,Adventure,swordplay hero sword dragon,Adventure swordplay hero sword dragon
293006.0,Aliens on the Moon: The Truth Exposed,Documentary,,Documentary 
48585.0,Ward 13,Animation Horror Action Comedy,,Animation Horror Action Comedy 
317.0,Grbavica: The Land of My Dreams,Drama History,rape depression war crimes sense of guilt becoming an adult suppressed past sarajevo bosnia and herzegovina right and justice mother daughter relationship woman director,Drama History rape depression war crimes sense of guilt becoming an adult suppressed past sarajevo bosnia and herzegovina right and justice mother daughter relationship woman director
37343.0,Cash on Demand,Crime Drama,handcuffs vault stress extortion burglar alarm getaway cashier christmas card compulsive obsessive insurance inspector scotch,Crime Drama handcuffs vault stress extortion burglar alarm getaway cashier christmas card compulsive obsessive insurance inspector scotch
26320.0,Taking Woodstock,Music Comedy Drama,music festival independent film catskills dog tags,Music Comedy Drama music festival independent film catskills dog tags
126749.0,Travelling Salesman,Drama Mystery,mathematics thriller p=np,Drama Mystery mathematics thriller p=np
74759.0,Mine Own Executioner,Thriller Drama,psychiatrist brit noir,Thriller Drama psychiatrist brit noir
400001.0,Trémulo,Romance,dancing mexico piggy bank independence apprentice kiss soldier haircut spanish barber shop shave barber short tips,Romance dancing mexico piggy bank independence apprentice kiss soldier haircut spanish barber shop shave barber short tips
14430.0,Herod's Law,Comedy Crime Drama Foreign,corruption politics political party political prefeito prefeitura,Comedy Crime Drama Foreign corruption politics political party political prefeito prefeitura
124091.0,The Legend of Kaspar Hauser,Comedy Drama,,Comedy Drama 
76532.0,The Adopted,Drama,woman director,Drama woman director
190407.0,The Great Diamond Robbery,Comedy Crime,robbery diamond jewel thief,Comedy Crime robbery diamond jewel thief
94790.0,How to Become Myself,Drama,high school,Drama high school
123452.0,White Banners,,, 
71933.0,"O-Bi, O-Ba: The End of Civilization",Science Fiction Drama,paranoia hope post-apocalyptic,Science Fiction Drama paranoia hope post-apocalyptic
40249.0,They Nest,Science Fiction Horror,,Science Fiction Horror 
352157.0,Marguerite,Drama,opera singing false,Drama opera singing false
104329.0,Last Passenger,Action Thriller Mystery,train passengers,Action Thriller Mystery train passengers
332835.0,Piku,Drama Comedy,,Drama Comedy 
41487.0,Blonde Ice,Horror Thriller,femme fatale b movie,Horror Thriller femme fatale b movie
9506.0,Anger Management,Comedy,penalty therapist psychology aggression rage anger anger management,Comedy penalty therapist psychology aggression rage anger anger management
46932.0,Seven Days to Noon,Drama Thriller,scotland yard atomic bomb,Drama Thriller scotland yard atomic bomb
133831.0,Endangered Species,Science Fiction Horror Thriller,nudity,Science Fiction Horror Thriller nudity
206487.0,Predestination,Science Fiction Thriller,time travel,Science Fiction Thriller time travel
63244.0,Classic Albums: Deep Purple - Machine Head,Music Documentary,heavy metal hard rock progressive rock blues rock classic albums,Music Documentary heavy metal hard rock progressive rock blues rock classic albums
30081.0,R.S.V.P.,Comedy Horror,,Comedy Horror 
19369.0,3-Day Weekend,Drama,gay interest,Drama gay interest
103678.0,Kiss Kiss... Bang Bang,Adventure Comedy,spy farce breaking the fourth wall james bond spoof eurospy,Adventure Comedy spy farce breaking the fourth wall james bond spoof eurospy
218408.0,Trapped in a Purple Haze,Crime Drama,,Crime Drama 
234155.0,Asier ETA biok,Documentary History,biography,Documentary History biography
94170.0,Eight on the Lam,Comedy,robbery big family,Comedy robbery big family
80647.0,Chanbara Striptease,Comedy Fantasy Action,breast blade temporal travel,Comedy Fantasy Action breast blade temporal travel
44766.0,The Law and Jake Wade,Action Western,outlaw loot ghost town,Action Western outlaw loot ghost town
268171.0,Elsa & Fred,Comedy Family Romance,widower,Comedy Family Romance widower
11333.0,Super Fuzz,Fantasy Action Comedy Science Fiction,billard hero lorry police rot,Fantasy Action Comedy Science Fiction billard hero lorry police rot
128353.0,Hole in the Forehead,Western,maverick spaghetti western mexican playing cards,Western maverick spaghetti western mexican playing cards
